"Nazwa kampanii",Dzień,"Kliknięcia linku",Zasięg,Wyświetlenia,"Typ wyniku",Wyniki,Koszt/wynik,"Wydana kwota (PLN)","Początek okresu raportowania","Koniec okresu raportowania"
"[FB] Agro-masz - ruch www",2025-05-10,43,4496,5816,"Wyświetlenia strony docelowej",28,1.1775,32.97,2025-05-10,2025-05-10
"[FB] Ciągniki - Ostatnie Sztuki",2025-05-10,13,1243,1815,,,,25.99,2025-05-10,2025-05-10
"[FB] Kosiarki - sezon 2025",2025-05-10,27,1902,2575,,,,30.21,2025-05-10,2025-05-10
"[FB] ASM - Opryskiwacze",2025-05-10,7,1333,1632,,,,29.54,2025-05-10,2025-05-10
"[FB] SaMASZ - konwersje www",2025-05-10,13,2207,2987,,,,31.97,2025-05-10,2025-05-10
"[FB] Esklep - części ogólna",2025-05-10,83,11951,15379,,,,73.55,2025-05-10,2025-05-10
"[FB] Kverneland - ruch www",2025-05-10,4,744,946,"Wyświetlenia strony docelowej",3,1.98666667,5.96,2025-05-10,2025-05-10
"[FB] Stehr - formularz",2025-05-10,2,1005,1233,,,,32.49,2025-05-10,2025-05-10
"[FB] Stehr demo - formularz",2025-05-10,3,737,923,,,,32.59,2025-05-10,2025-05-10
"[FB] Części",2025-05-10,11,1372,1667,,,,13.82,2025-05-10,2025-05-10
"[FB] Ciągniki Seria 6M - ruch www",2025-05-10,30,1679,1904,"Wyświetlenia strony docelowej",16,0.61625,9.86,2025-05-10,2025-05-10
"[FB] Vaderstad - uprawowe - ruch www",2025-05-10,35,2118,2561,"Wyświetlenia strony docelowej",29,0.51344828,14.89,2025-05-10,2025-05-10
"[FB] Ciągniki 8RX - ruch www",2025-05-10,24,6026,7773,"Wyświetlenia strony docelowej",19,1.85526316,35.25,2025-05-10,2025-05-10
"[FB] Ciągniki 9RX - ruch www",2025-05-10,35,2700,3389,"Wyświetlenia strony docelowej",31,0.60580645,18.78,2025-05-10,2025-05-10
"[FB] Vaderstad - uprawowe - konwersje www",2025-05-10,6,1140,1483,,,,23.89,2025-05-10,2025-05-10
"[FB] Ciągniki 6M250 - ruch www",2025-05-10,4,728,762,"Wyświetlenia strony docelowej",4,1.1525,4.61,2025-05-10,2025-05-10
"[FB] Ciągniki - Seria 5 - ruch www",2025-05-10,37,3595,4322,"Wyświetlenia strony docelowej",25,1.1,27.5,2025-05-10,2025-05-10
"[FB] Posty - aktywność",2025-05-10,1,1220,1353,"Aktywność dotycząca postów",10,0.4,4,2025-05-10,2025-05-10
"[FB] Ciągniki Seria 6R - ruch www",2025-05-10,42,1664,2027,"Wyświetlenia strony docelowej",24,0.9775,23.46,2025-05-10,2025-05-10
"[FB] Vaderstad - siew - ruch www",2025-05-10,20,2170,2745,"Wyświetlenia strony docelowej",18,0.87111111,15.68,2025-05-10,2025-05-10
"[FB] Serwis - połączenia",2025-05-09,6,1374,1698,"Szacunkowa liczba kliknięć potwierdzających połączenie",3,5.21333333,15.64,2025-05-09,2025-05-09
"[FB] Joskin - wyprzedaż",2025-05-09,7,901,1305,,,,36.47,2025-05-09,2025-05-09
"[FB] Kramer - ruch www",2025-05-09,12,1316,1579,"Wyświetlenia strony docelowej",7,2.03714286,14.26,2025-05-09,2025-05-09
"[FB] Ciągniki 8RX - formularz",2025-05-09,,238,431,,,,41.45,2025-05-09,2025-05-09
"[FB] Skontakuj się z nami - messenger",2025-05-09,14,702,885,,,,5,2025-05-09,2025-05-09
"[FB] Ciągniki - Używane jak nowe - YU",2025-05-09,9,1083,1361,,,,29.64,2025-05-09,2025-05-09
"[FB] Serwis - kontakty",2025-05-09,3,475,639,,,,14.31,2025-05-09,2025-05-09
"[FB] Ciągniki Ogólne - ruch www",2025-05-09,14,1251,1398,"Wyświetlenia strony docelowej",5,2.002,10.01,2025-05-09,2025-05-09
"[FB] ASM - OSWN",2025-05-09,13,873,1179,"Wyświetlenia strony docelowej",11,0.89090909,9.8,2025-05-09,2025-05-09
"[FB] ASM Pagelike",2025-05-09,2,772,1115,"Obserwatorzy lub polubienia na Facebooku",1,7.57,7.57,2025-05-09,2025-05-09
"[FB] Kverneland",2025-05-09,6,1732,2256,,,,41.76,2025-05-09,2025-05-09
"[FB] ASM - Ciągniki 7R - formularz",2025-05-09,2,834,1265,,,,54.01,2025-05-09,2025-05-09
"[FB] Serwis - ruch www",2025-05-09,7,646,867,"Wyświetlenia strony docelowej",5,0.928,4.64,2025-05-09,2025-05-09
"[FB] Ciągniki 7R - ruch www",2025-05-09,5,1545,2215,"Wyświetlenia zawartości witryny",2,9.685,19.37,2025-05-09,2025-05-09
"[FB] Ciągniki Seria 6M - formularz",2025-05-09,7,1599,2400,,,,61.07,2025-05-09,2025-05-09
"[FB] ASM Vaderstad finansowanie",2025-05-09,4,679,1042,,,,45.91,2025-05-09,2025-05-09
"[FB] ASM - Ciągniki 6155M",2025-05-09,14,2052,2739,"Kontakty w Meta",1,27.13,27.13,2025-05-09,2025-05-09
"[FB]  ASM - Ciągniki – 6195M",2025-05-09,6,1207,1788,,,,28.19,2025-05-09,2025-05-09
"[FB]  ASM - Kramer",2025-05-09,25,9807,14198,"Kontakty w Meta",3,40.67666667,122.03,2025-05-09,2025-05-09
"[FB] ASM Kampania Serwis Oddziały",2025-05-09,11,10482,11527,Zasięg,10482,3.31043694,34.7,2025-05-09,2025-05-09
"[FB] Remarketing",2025-05-09,5,1417,2388,,,,23.99,2025-05-09,2025-05-09
"[FB] ASM - Ciągniki – 6R 250 - formularz",2025-05-09,9,2213,3818,,,,85.96,2025-05-09,2025-05-09
"[FB] Rolnictwo precyzyjne",2025-05-09,6,1200,1751,,,,41.62,2025-05-09,2025-05-09
"[FB] Monosem - ruch www",2025-05-09,17,1789,2044,"Wyświetlenia strony docelowej",14,1.05142857,14.72,2025-05-09,2025-05-09
"[FB] ASM - kalkulator próbek/rolnictwo precyzyjne - ruch www",2025-05-09,16,685,821,"Wyświetlenia strony docelowej",6,1.57,9.42,2025-05-09,2025-05-09
"[FB] Oddziały - zasięg",2025-05-09,,12480,12860,Zasięg,12480,3.25320513,40.6,2025-05-09,2025-05-09
"[FB] Stehr demo - formularz",2025-05-09,2,1056,1337,,,,41.36,2025-05-09,2025-05-09
"[FB] Ciągniki 6M250 - ruch www",2025-05-09,3,583,614,"Wyświetlenia strony docelowej",2,2.37,4.74,2025-05-09,2025-05-09
"[FB] Części",2025-05-09,1,595,640,,,,6.23,2025-05-09,2025-05-09
"[FB] Agro-masz - ruch www",2025-05-09,50,3975,5369,"Wyświetlenia strony docelowej",37,0.79189189,29.3,2025-05-09,2025-05-09
"[FB] Ciągniki - Ostatnie Sztuki",2025-05-09,12,1180,1566,generate_lead,1,32.81,32.81,2025-05-09,2025-05-09
"[FB] Kosiarki - sezon 2025",2025-05-09,35,1483,1791,,,,26.85,2025-05-09,2025-05-09
"[FB] ASM - Opryskiwacze",2025-05-09,4,1220,1495,,,,28.51,2025-05-09,2025-05-09
"[FB] SaMASZ - konwersje www",2025-05-09,13,2549,3685,,,,31.76,2025-05-09,2025-05-09
"[FB] Kverneland - ruch www",2025-05-09,4,669,897,"Wyświetlenia strony docelowej",4,1.4825,5.93,2025-05-09,2025-05-09
"[FB] Stehr - formularz",2025-05-09,1,943,1232,,,,36.15,2025-05-09,2025-05-09
"[FB] Esklep - części ogólna",2025-05-09,77,12382,16030,,,,86.6,2025-05-09,2025-05-09
"[FB] Nowe Ciągniki Seria 6R - formularz",2025-05-09,2,744,1248,,,,62.52,2025-05-09,2025-05-09
"[FB] Ciągniki - Seria 5 - ruch www",2025-05-09,33,2839,3243,"Wyświetlenia strony docelowej",23,0.92652174,21.31,2025-05-09,2025-05-09
"[FB] Ciągniki 8RX - ruch www",2025-05-09,35,5167,6389,"Wyświetlenia strony docelowej",29,1.02724138,29.79,2025-05-09,2025-05-09
"[FB] Ciągniki Seria 6M - ruch www",2025-05-09,42,1751,2042,"Wyświetlenia strony docelowej",31,0.35193548,10.91,2025-05-09,2025-05-09
"[FB] Vaderstad - uprawowe - konwersje www",2025-05-09,6,1271,1766,generate_lead,2,12.75,25.5,2025-05-09,2025-05-09
"[FB] Vaderstad - uprawowe - ruch www",2025-05-09,15,2147,2494,"Wyświetlenia strony docelowej",13,1.14384615,14.87,2025-05-09,2025-05-09
"[FB] Ciągniki 9RX - ruch www",2025-05-09,43,2584,3320,"Wyświetlenia strony docelowej",38,0.49921053,18.97,2025-05-09,2025-05-09
"[FB] Posty - aktywność",2025-05-09,2,2738,3100,"Aktywność dotycząca postów",950,0.01265263,12.02,2025-05-09,2025-05-09
"[FB] Ciągniki Seria 6R - ruch www",2025-05-09,52,1763,2108,"Wyświetlenia strony docelowej",34,0.68352941,23.24,2025-05-09,2025-05-09
"[FB] Vaderstad - siew - ruch www",2025-05-09,20,2077,2378,"Wyświetlenia strony docelowej",17,0.81882353,13.92,2025-05-09,2025-05-09
"[FB] Ciągniki Nowa Seria 6M - formularz",2025-05-09,7,1915,2716,"Kontakty w Meta",1,57.92,57.92,2025-05-09,2025-05-09
"[FB] Serwis - połączenia",2025-05-08,9,1364,2029,"Szacunkowa liczba kliknięć potwierdzających połączenie",1,17.97,17.97,2025-05-08,2025-05-08
"[FB] Kramer - ruch www",2025-05-08,14,1432,1706,"Wyświetlenia strony docelowej",5,2.78,13.9,2025-05-08,2025-05-08
"[FB] Ciągniki 8RX - formularz",2025-05-08,1,599,760,,,,32.12,2025-05-08,2025-05-08
"[FB] Skontakuj się z nami - messenger",2025-05-08,11,430,545,,,,3.97,2025-05-08,2025-05-08
"[FB] Ciągniki - Używane jak nowe - YU",2025-05-08,9,1136,1364,,,,30.13,2025-05-08,2025-05-08
"[FB] Serwis - kontakty",2025-05-08,3,720,878,,,,14.56,2025-05-08,2025-05-08
"[FB] Ciągniki Ogólne - ruch www",2025-05-08,21,1150,1323,"Wyświetlenia strony docelowej",15,0.60933333,9.14,2025-05-08,2025-05-08
"[FB] ASM - OSWN",2025-05-08,16,876,1204,"Wyświetlenia strony docelowej",7,1.33714286,9.36,2025-05-08,2025-05-08
"[FB] ASM Pagelike",2025-05-08,,1088,1538,"Obserwatorzy lub polubienia na Facebooku",1,7.8,7.8,2025-05-08,2025-05-08
"[FB] Kverneland",2025-05-08,15,1799,2322,,,,36.84,2025-05-08,2025-05-08
"[FB] ASM - Ciągniki 6155M",2025-05-08,15,2424,3131,"Kontakty w Meta",2,14.965,29.93,2025-05-08,2025-05-08
"[FB] Serwis - ruch www",2025-05-08,5,714,960,"Wyświetlenia strony docelowej",4,1.2625,5.05,2025-05-08,2025-05-08
"[FB] Ciągniki 7R - ruch www",2025-05-08,8,1661,2483,,,,19.12,2025-05-08,2025-05-08
"[FB] Ciągniki Seria 6M - formularz",2025-05-08,9,1711,2539,,,,55.85,2025-05-08,2025-05-08
"[FB] ASM Vaderstad finansowanie",2025-05-08,2,736,1063,"Kontakty w Meta",1,39.01,39.01,2025-05-08,2025-05-08
"[FB] ASM - Ciągniki 7R - formularz",2025-05-08,4,1150,1645,,,,43.3,2025-05-08,2025-05-08
"[FB]  ASM - Ciągniki – 6195M",2025-05-08,8,1533,2178,"Kontakty w Meta",1,28.61,28.61,2025-05-08,2025-05-08
"[FB]  ASM - Kramer",2025-05-08,44,10579,14912,"Kontakty w Meta",3,39.03,117.09,2025-05-08,2025-05-08
"[FB] ASM Kampania Serwis Oddziały",2025-05-08,13,11326,11979,Zasięg,11326,3.10082995,35.12,2025-05-08,2025-05-08
"[FB] Remarketing",2025-05-08,13,1543,2652,,,,23.1,2025-05-08,2025-05-08
"[FB] ASM - Ciągniki – 6R 250 - formularz",2025-05-08,7,4003,6380,,,,84.9,2025-05-08,2025-05-08
"[FB] Rolnictwo precyzyjne",2025-05-08,5,1493,2153,,,,37.02,2025-05-08,2025-05-08
"[FB] Joskin - wyprzedaż",2025-05-08,3,881,1146,,,,40.71,2025-05-08,2025-05-08
"[FB] ASM - kalkulator próbek/rolnictwo precyzyjne - ruch www",2025-05-08,12,599,730,"Wyświetlenia strony docelowej",6,1.58333333,9.5,2025-05-08,2025-05-08
"[FB] Monosem - ruch www",2025-05-08,14,1928,2149,"Wyświetlenia strony docelowej",7,2.02571429,14.18,2025-05-08,2025-05-08
"[FB] Nowe Ciągniki Seria 6R - formularz",2025-05-08,3,1221,1792,,,,59.96,2025-05-08,2025-05-08
"[FB] Oddziały - zasięg",2025-05-08,,12389,12814,Zasięg,12389,3.13261764,38.81,2025-05-08,2025-05-08
"[FB] Agro-masz - ruch www",2025-05-08,58,3708,5552,"Wyświetlenia strony docelowej",36,0.84222222,30.32,2025-05-08,2025-05-08
"[FB] Ciągniki - Ostatnie Sztuki",2025-05-08,16,1079,1576,,,,28.16,2025-05-08,2025-05-08
"[FB] Kosiarki - sezon 2025",2025-05-08,48,1998,2391,,,,28.62,2025-05-08,2025-05-08
"[FB] ASM - Opryskiwacze",2025-05-08,9,1686,1874,,,,26.29,2025-05-08,2025-05-08
"[FB] SaMASZ - konwersje www",2025-05-08,15,3309,4336,,,,31.58,2025-05-08,2025-05-08
"[FB] Kverneland - ruch www",2025-05-08,9,747,972,"Wyświetlenia strony docelowej",7,0.87,6.09,2025-05-08,2025-05-08
"[FB] Stehr - formularz",2025-05-08,4,1347,1668,,,,33.87,2025-05-08,2025-05-08
"[FB] Stehr demo - formularz",2025-05-08,3,1630,1869,"Kontakty w Meta",1,39.85,39.85,2025-05-08,2025-05-08
"[FB] Esklep - części ogólna",2025-05-08,69,11125,14362,"Zakupy w witrynie",1,74.47,74.47,2025-05-08,2025-05-08
"[FB] Ciągniki Seria 6M - ruch www",2025-05-08,45,1782,1955,"Wyświetlenia strony docelowej",33,0.30212121,9.97,2025-05-08,2025-05-08
"[FB] Vaderstad - uprawowe - ruch www",2025-05-08,18,2276,2629,"Wyświetlenia strony docelowej",15,0.93733333,14.06,2025-05-08,2025-05-08
"[FB] Ciągniki Nowa Seria 6M - formularz",2025-05-08,16,1870,2847,,,,58.78,2025-05-08,2025-05-08
"[FB] Ciągniki 8RX - ruch www",2025-05-08,30,5731,7070,"Wyświetlenia strony docelowej",25,1.2628,31.57,2025-05-08,2025-05-08
"[FB] Ciągniki 9RX - ruch www",2025-05-08,33,2815,3552,"Wyświetlenia strony docelowej",29,0.64206897,18.62,2025-05-08,2025-05-08
"[FB] Vaderstad - uprawowe - konwersje www",2025-05-08,7,1079,1618,,,,21.07,2025-05-08,2025-05-08
"[FB] Ciągniki 6M250 - ruch www",2025-05-08,3,714,758,"Wyświetlenia strony docelowej",4,1.2675,5.07,2025-05-08,2025-05-08
"[FB] Ciągniki - Seria 5 - ruch www",2025-05-08,33,3259,3661,"Wyświetlenia strony docelowej",26,0.93115385,24.21,2025-05-08,2025-05-08
"[FB] Posty - aktywność",2025-05-08,6,2976,3171,"Aktywność dotycząca postów",971,0.01166838,11.33,2025-05-08,2025-05-08
"[FB] Ciągniki Seria 6R - ruch www",2025-05-08,40,1661,2116,"Wyświetlenia strony docelowej",25,0.9116,22.79,2025-05-08,2025-05-08
"[FB] Vaderstad - siew - ruch www",2025-05-08,14,2044,2432,"Wyświetlenia strony docelowej",15,0.90733333,13.61,2025-05-08,2025-05-08
"[FB] Serwis - ruch www",2025-05-07,2,656,907,"Wyświetlenia strony docelowej",1,4.9,4.9,2025-05-07,2025-05-07
"[FB] Kramer - ruch www",2025-05-07,8,1575,1861,"Wyświetlenia strony docelowej",5,2.858,14.29,2025-05-07,2025-05-07
"[FB] Ciągniki 8RX - formularz",2025-05-07,4,677,873,,,,40.36,2025-05-07,2025-05-07
"[FB] Skontakuj się z nami - messenger",2025-05-07,10,429,562,,,,4.3,2025-05-07,2025-05-07
"[FB] Ciągniki - Używane jak nowe - YU",2025-05-07,19,1278,1556,,,,27.99,2025-05-07,2025-05-07
"[FB] Serwis - kontakty",2025-05-07,3,796,1005,,,,16,2025-05-07,2025-05-07
"[FB] Ciągniki Ogólne - ruch www",2025-05-07,17,1273,1418,"Wyświetlenia strony docelowej",9,1.07111111,9.64,2025-05-07,2025-05-07
"[FB] ASM - OSWN",2025-05-07,14,999,1349,"Wyświetlenia strony docelowej",8,1.22,9.76,2025-05-07,2025-05-07
"[FB] ASM Pagelike",2025-05-07,1,1008,1428,"Obserwatorzy lub polubienia na Facebooku",1,7.89,7.89,2025-05-07,2025-05-07
"[FB] Kverneland",2025-05-07,11,1901,2462,,,,38.46,2025-05-07,2025-05-07
"[FB] Serwis - połączenia",2025-05-07,12,1304,1938,"Szacunkowa liczba kliknięć potwierdzających połączenie",1,20.5,20.5,2025-05-07,2025-05-07
"[FB] ASM - Ciągniki 6155M",2025-05-07,10,2050,2821,"Kontakty w Meta",3,9.65333333,28.96,2025-05-07,2025-05-07
"[FB] Ciągniki 7R - ruch www",2025-05-07,10,1734,2672,"Wyświetlenia zawartości witryny",3,6.64,19.92,2025-05-07,2025-05-07
"[FB] Ciągniki Seria 6M - formularz",2025-05-07,8,1864,2783,,,,57.65,2025-05-07,2025-05-07
"[FB] ASM Vaderstad finansowanie",2025-05-07,2,947,1324,,,,45.64,2025-05-07,2025-05-07
"[FB] ASM Maszyny komunalne",2025-05-07,3,210,242,,,,9.21,2025-05-07,2025-05-07
"[FB] ASM - Ciągniki 7R - formularz",2025-05-07,5,1309,1958,,,,52,2025-05-07,2025-05-07
"[FB]  ASM - Ciągniki – 6195M",2025-05-07,13,1490,2041,"Kontakty w Meta",1,27.89,27.89,2025-05-07,2025-05-07
"[FB]  ASM - Kramer",2025-05-07,37,11951,16460,"Kontakty w Meta",7,18.84857143,131.94,2025-05-07,2025-05-07
"[FB] ASM Kampania Serwis Oddziały",2025-05-07,10,11190,12169,Zasięg,11190,3.16443253,35.41,2025-05-07,2025-05-07
"[FB] Remarketing",2025-05-07,12,1631,2880,,,,25.29,2025-05-07,2025-05-07
"[FB] ASM - Ciągniki – 6R 250 - formularz",2025-05-07,16,4111,6387,,,,83.58,2025-05-07,2025-05-07
"[FB] Rolnictwo precyzyjne",2025-05-07,6,1884,2556,,,,39.58,2025-05-07,2025-05-07
"[FB] Joskin - wyprzedaż",2025-05-07,1,1120,1468,,,,35.47,2025-05-07,2025-05-07
"[FB] Monosem - ruch www",2025-05-07,20,2022,2187,"Wyświetlenia strony docelowej",17,0.84470588,14.36,2025-05-07,2025-05-07
"[FB] ASM - kalkulator próbek/rolnictwo precyzyjne - ruch www",2025-05-07,10,772,896,"Wyświetlenia strony docelowej",6,1.61,9.66,2025-05-07,2025-05-07
"[FB] Nowe Ciągniki Seria 6R - formularz",2025-05-07,7,1178,1727,"Kontakty w Meta",2,31.685,63.37,2025-05-07,2025-05-07
"[FB] Oddziały - zasięg",2025-05-07,,12732,13130,Zasięg,12732,3.08121269,39.23,2025-05-07,2025-05-07
"[FB] Agro-masz - ruch www",2025-05-07,32,2420,2963,"Wyświetlenia strony docelowej",20,0.9685,19.37,2025-05-07,2025-05-07
"[FB] Ciągniki - Ostatnie Sztuki",2025-05-07,13,1324,2011,,,,25.63,2025-05-07,2025-05-07
"[FB] Kosiarki - sezon 2025",2025-05-07,64,1980,2385,generate_lead,1,32.4,32.4,2025-05-07,2025-05-07
"[FB] ASM - Opryskiwacze",2025-05-07,7,1767,2108,,,,29.9,2025-05-07,2025-05-07
"[FB] SaMASZ - konwersje www",2025-05-07,16,2909,3712,,,,28.35,2025-05-07,2025-05-07
"[FB] Esklep - części ogólna",2025-05-07,22,5799,7026,,,,153.24,2025-05-07,2025-05-07
"[FB] Stehr - formularz",2025-05-07,3,1300,1590,,,,44.03,2025-05-07,2025-05-07
"[FB] Stehr demo - formularz",2025-05-07,6,2021,2330,,,,45.56,2025-05-07,2025-05-07
"[FB] Kverneland - ruch www",2025-05-07,7,697,995,"Wyświetlenia strony docelowej",4,1.445,5.78,2025-05-07,2025-05-07
"[FB] Ciągniki Seria 6M - ruch www",2025-05-07,36,1642,1824,"Wyświetlenia strony docelowej",20,0.455,9.1,2025-05-07,2025-05-07
"[FB] Vaderstad - uprawowe - ruch www",2025-05-07,24,2190,2521,"Wyświetlenia strony docelowej",23,0.63173913,14.53,2025-05-07,2025-05-07
"[FB] Ciągniki 6M250 - ruch www",2025-05-07,5,886,954,"Wyświetlenia strony docelowej",5,0.962,4.81,2025-05-07,2025-05-07
"[FB] Ciągniki Nowa Seria 6M - formularz",2025-05-07,7,1957,2922,,,,54.65,2025-05-07,2025-05-07
"[FB] Ciągniki 9RX - ruch www",2025-05-07,29,2992,3532,"Wyświetlenia strony docelowej",22,0.84045455,18.49,2025-05-07,2025-05-07
"[FB] Vaderstad - uprawowe - konwersje www",2025-05-07,9,1325,1925,generate_lead,1,25.18,25.18,2025-05-07,2025-05-07
"[FB] Ciągniki 8RX - ruch www",2025-05-07,32,6216,7700,"Wyświetlenia strony docelowej",22,1.47409091,32.43,2025-05-07,2025-05-07
"[FB] Ciągniki - Seria 5 - ruch www",2025-05-07,30,3731,4078,"Wyświetlenia strony docelowej",22,1.085,23.87,2025-05-07,2025-05-07
"[FB] Posty - aktywność",2025-05-07,2,2945,3235,"Aktywność dotycząca postów",943,0.01169671,11.03,2025-05-07,2025-05-07
"[FB] Ciągniki Seria 6R - ruch www",2025-05-07,55,1943,2375,"Wyświetlenia strony docelowej",38,0.61921053,23.53,2025-05-07,2025-05-07
"[FB] Vaderstad - siew - ruch www",2025-05-07,17,2289,2792,"Wyświetlenia strony docelowej",15,1.00066667,15.01,2025-05-07,2025-05-07
"[FB] Ciągniki 7R - ruch www",2025-05-06,5,1913,2703,,,,20,2025-05-06,2025-05-06
"[FB] Skontakuj się z nami - messenger",2025-05-06,13,564,728,,,,5.16,2025-05-06,2025-05-06
"[FB] Ciągniki - Używane jak nowe - YU",2025-05-06,8,943,1191,,,,24.54,2025-05-06,2025-05-06
"[FB] Serwis - kontakty",2025-05-06,3,791,1009,,,,14.97,2025-05-06,2025-05-06
"[FB] Ciągniki Ogólne - ruch www",2025-05-06,12,1069,1229,"Wyświetlenia strony docelowej",7,1.31,9.17,2025-05-06,2025-05-06
"[FB] ASM - OSWN",2025-05-06,14,1039,1413,"Wyświetlenia strony docelowej",10,0.991,9.91,2025-05-06,2025-05-06
"[FB] ASM Pagelike",2025-05-06,3,1698,2281,"Obserwatorzy lub polubienia na Facebooku",1,7.91,7.91,2025-05-06,2025-05-06
"[FB] Kverneland",2025-05-06,15,2288,3092,,,,44.83,2025-05-06,2025-05-06
"[FB] Serwis - połączenia",2025-05-06,7,1304,1879,,,,20.29,2025-05-06,2025-05-06
"[FB] Serwis - ruch www",2025-05-06,5,736,934,"Wyświetlenia strony docelowej",2,2.455,4.91,2025-05-06,2025-05-06
"[FB] Kramer - ruch www",2025-05-06,13,1713,1976,"Wyświetlenia strony docelowej",8,1.8075,14.46,2025-05-06,2025-05-06
"[FB] Ciągniki Seria 6M - formularz",2025-05-06,9,2170,3071,,,,60.34,2025-05-06,2025-05-06
"[FB] ASM Vaderstad finansowanie",2025-05-06,3,734,1078,,,,44.56,2025-05-06,2025-05-06
"[FB] ASM Maszyny komunalne",2025-05-06,11,1260,1601,"Kontakty w Meta",1,44.01,44.01,2025-05-06,2025-05-06
"[FB] ASM - Ciągniki 7R - formularz",2025-05-06,8,1646,2360,,,,50.89,2025-05-06,2025-05-06
"[FB]  ASM - Ciągniki – 6195M",2025-05-06,12,1305,1865,,,,27.85,2025-05-06,2025-05-06
"[FB]  ASM - Kramer",2025-05-06,30,10563,15154,"Kontakty w Meta",3,43.55666667,130.67,2025-05-06,2025-05-06
"[FB] ASM Kampania Serwis Oddziały",2025-05-06,15,11556,12354,Zasięg,11556,2.99584631,34.62,2025-05-06,2025-05-06
"[FB] Remarketing",2025-05-06,16,1895,3234,,,,25.87,2025-05-06,2025-05-06
"[FB] ASM - Ciągniki – 6R 250 - formularz",2025-05-06,9,4105,6616,,,,89.93,2025-05-06,2025-05-06
"[FB] Rolnictwo precyzyjne",2025-05-06,5,1711,2348,,,,37.82,2025-05-06,2025-05-06
"[FB] ASM - Ciągniki 6155M",2025-05-06,12,1716,2362,,,,28.33,2025-05-06,2025-05-06
"[FB] Ciągniki 8RX - formularz",2025-05-06,2,707,904,,,,43.05,2025-05-06,2025-05-06
"[FB] Ciągniki Seria 6M - ruch www",2025-05-06,32,1516,1715,"Wyświetlenia strony docelowej",23,0.37173913,8.55,2025-05-06,2025-05-06
"[FB] Joskin - wyprzedaż",2025-05-06,4,1115,1472,,,,42.36,2025-05-06,2025-05-06
"[FB] Ciągniki Nowa Seria 6M - formularz",2025-05-06,11,1917,2745,,,,57.8,2025-05-06,2025-05-06
"[FB] Monosem - ruch www",2025-05-06,14,2196,2441,"Wyświetlenia strony docelowej",10,1.507,15.07,2025-05-06,2025-05-06
"[FB] Kosiarki - sezon 2025",2025-05-06,37,2105,2600,,,,29.23,2025-05-06,2025-05-06
"[FB] ASM - Opryskiwacze",2025-05-06,8,2144,2481,,,,28.61,2025-05-06,2025-05-06
"[FB] SaMASZ - konwersje www",2025-05-06,15,3010,3746,,,,38.7,2025-05-06,2025-05-06
"[FB] Esklep - części ogólna",2025-05-06,56,13205,17877,"Zakupy w witrynie",2,51.99,103.98,2025-05-06,2025-05-06
"[FB] Kverneland - ruch www",2025-05-06,8,685,1019,"Wyświetlenia strony docelowej",4,1.465,5.86,2025-05-06,2025-05-06
"[FB] Stehr - formularz",2025-05-06,10,2116,2567,,,,56.05,2025-05-06,2025-05-06
"[FB] Stehr demo - formularz",2025-05-06,10,2526,2923,,,,51.47,2025-05-06,2025-05-06
"[FB] Nowe Ciągniki Seria 6R - formularz",2025-05-06,4,1531,2255,,,,61.19,2025-05-06,2025-05-06
"[FB] Ciągniki - Ostatnie Sztuki",2025-05-06,21,1458,2165,,,,28.15,2025-05-06,2025-05-06
"[FB] Vaderstad - siew - ruch www",2025-05-06,30,2285,2783,"Wyświetlenia strony docelowej",22,0.66818182,14.7,2025-05-06,2025-05-06
"[FB] Ciągniki 9RX - ruch www",2025-05-06,25,3006,3631,"Wyświetlenia strony docelowej",24,0.76041667,18.25,2025-05-06,2025-05-06
"[FB] Ciągniki Seria 6R - ruch www",2025-05-06,50,1969,2325,"Wyświetlenia strony docelowej",31,0.75516129,23.41,2025-05-06,2025-05-06
"[FB] ASM - kalkulator próbek/rolnictwo precyzyjne - ruch www",2025-05-06,6,782,902,"Wyświetlenia strony docelowej",5,1.966,9.83,2025-05-06,2025-05-06
"[FB] Ciągniki 6M250 - ruch www",2025-05-06,8,872,971,"Wyświetlenia strony docelowej",8,0.62125,4.97,2025-05-06,2025-05-06
"[FB] Ciągniki 8RX - ruch www",2025-05-06,32,6202,7792,"Wyświetlenia strony docelowej",24,1.36541667,32.77,2025-05-06,2025-05-06
"[FB] Oddziały - zasięg",2025-05-06,,12255,13137,Zasięg,12255,3.21909425,39.45,2025-05-06,2025-05-06
"[FB] Vaderstad - uprawowe - konwersje www",2025-05-06,6,1074,1434,,,,25.07,2025-05-06,2025-05-06
"[FB] Vaderstad - uprawowe - ruch www",2025-05-06,30,2204,2545,"Wyświetlenia strony docelowej",23,0.59391304,13.66,2025-05-06,2025-05-06
"[FB] Ciągniki - Seria 5 - ruch www",2025-05-06,31,3894,4373,"Wyświetlenia strony docelowej",19,1.30526316,24.8,2025-05-06,2025-05-06
